card Number,billingStartDate,billingEndDate,paymentDueDate
Card562,5/13/2014,6/12/2014,6/27/2014
Card562,6/13/2014,7/12/2014,7/27/2014
Card562,7/13/2014,8/12/2014,8/27/2014
Card562,8/13/2014,9/12/2014,9/27/2014
Card563,3/13/2014,4/12/2014,4/27/2014
Card563,4/13/2014,5/12/2014,5/27/2014
Card563,5/13/2014,6/12/2014,6/27/2014
Card563,6/13/2014,7/12/2014,7/27/2014
Card563,7/13/2014,8/12/2014,8/27/2014
Card563,8/13/2014,9/12/2014,9/27/2014
Card564,2/10/2014,3/12/2014,3/27/2014
Card564,3/13/2014,4/12/2014,4/27/2014
Card564,4/13/2014,5/12/2014,5/27/2014
Card564,5/13/2014,6/12/2014,6/27/2014
Card564,6/13/2014,7/12/2014,7/27/2014
Card564,7/13/2014,8/12/2014,8/27/2014
Card564,8/13/2014,9/12/2014,9/27/2014
Card565,2/10/2014,3/12/2014,3/27/2014
Card565,3/13/2014,4/12/2014,4/27/2014
Card565,4/13/2014,5/12/2014,5/27/2014
Card565,5/13/2014,6/12/2014,6/27/2014
Card565,6/13/2014,7/12/2014,7/27/2014
Card565,7/13/2014,8/12/2014,8/27/2014
Card565,8/13/2014,9/12/2014,9/27/2014
Card566,2/10/2014,3/12/2014,3/27/2014
Card566,3/13/2014,4/12/2014,4/27/2014
Card566,4/13/2014,5/12/2014,5/27/2014
Card566,5/13/2014,6/12/2014,6/27/2014
Card566,6/13/2014,7/12/2014,7/27/2014
Card566,7/13/2014,8/12/2014,8/27/2014
Card566,8/13/2014,9/12/2014,9/27/2014
Card567,2/10/2014,3/12/2014,3/27/2014
Card567,3/13/2014,4/12/2014,4/27/2014
Card567,4/13/2014,5/12/2014,5/27/2014
Card567,5/13/2014,6/12/2014,6/27/2014
Card567,6/13/2014,7/12/2014,7/27/2014
Card567,7/13/2014,8/12/2014,8/27/2014
Card567,8/13/2014,9/12/2014,9/27/2014
Card568,2/10/2014,3/12/2014,3/27/2014
Card568,3/13/2014,4/12/2014,4/27/2014
Card568,4/13/2014,5/12/2014,5/27/2014
Card568,5/13/2014,6/12/2014,6/27/2014
Card568,6/13/2014,7/12/2014,7/27/2014
Card568,7/13/2014,8/12/2014,8/27/2014
Card568,8/13/2014,9/12/2014,9/27/2014
Card569,2/10/2014,3/12/2014,3/27/2014
Card569,3/13/2014,4/12/2014,4/27/2014
Card569,4/13/2014,5/12/2014,5/27/2014
Card569,5/13/2014,6/12/2014,6/27/2014
Card569,6/13/2014,7/12/2014,7/27/2014
Card569,7/13/2014,8/12/2014,8/27/2014
Card569,8/13/2014,9/12/2014,9/27/2014
Card570,3/13/2014,4/12/2014,4/27/2014
Card570,4/13/2014,5/12/2014,5/27/2014
Card570,5/13/2014,6/12/2014,6/27/2014
Card570,6/13/2014,7/12/2014,7/27/2014
Card570,7/13/2014,8/12/2014,8/27/2014
Card570,8/13/2014,9/12/2014,9/27/2014
Card571,2/10/2014,3/12/2014,3/27/2014
Card571,3/13/2014,4/12/2014,4/27/2014
Card571,3/13/2014,4/12/2014,4/27/2014
Card571,4/13/2014,5/12/2014,5/27/2014
Card571,5/13/2014,6/12/2014,6/27/2014
Card571,6/13/2014,7/12/2014,7/27/2014
Card571,7/13/2014,8/12/2014,8/27/2014
Card571,8/13/2014,9/12/2014,9/27/2014
Card572,2/10/2014,3/12/2014,3/27/2014
Card572,3/13/2014,4/12/2014,4/27/2014
Card572,4/13/2014,5/12/2014,5/27/2014
Card572,5/13/2014,6/12/2014,6/27/2014
Card572,6/13/2014,7/12/2014,7/27/2014
Card572,7/13/2014,8/12/2014,8/27/2014
Card572,8/13/2014,9/12/2014,9/27/2014
Card573,2/10/2014,3/12/2014,3/27/2014
Card573,3/13/2014,4/12/2014,4/27/2014
Card573,4/13/2014,5/12/2014,5/27/2014
Card573,5/13/2014,6/12/2014,6/27/2014
Card573,6/13/2014,7/12/2014,7/27/2014
Card573,7/13/2014,8/12/2014,8/27/2014
Card573,8/13/2014,9/12/2014,9/27/2014
Card574,2/10/2014,3/12/2014,3/27/2014
Card574,3/13/2014,4/12/2014,4/27/2014
Card574,4/13/2014,5/12/2014,5/27/2014
Card574,5/13/2014,6/12/2014,6/27/2014
Card574,6/13/2014,7/12/2014,7/27/2014
Card574,7/13/2014,8/12/2014,8/27/2014
Card574,8/13/2014,9/12/2014,9/27/2014
Card575,2/10/2014,3/12/2014,3/27/2014
Card575,3/13/2014,4/12/2014,4/27/2014
Card575,4/13/2014,5/12/2014,5/27/2014
Card575,5/13/2014,6/12/2014,6/27/2014
Card575,6/13/2014,7/12/2014,7/27/2014
Card575,7/13/2014,8/12/2014,8/27/2014
Card575,8/13/2014,9/12/2014,9/27/2014
Card576,2/10/2014,3/12/2014,3/27/2014
Card576,3/13/2014,4/12/2014,4/27/2014
Card576,4/13/2014,5/12/2014,5/27/2014
Card576,5/13/2014,6/12/2014,6/27/2014
Card576,6/13/2014,7/12/2014,7/27/2014
Card576,7/13/2014,8/12/2014,8/27/2014
Card576,8/13/2014,9/12/2014,9/27/2014
Card577,2/10/2014,3/12/2014,3/27/2014
Card577,3/13/2014,4/12/2014,4/27/2014
Card577,4/13/2014,5/12/2014,5/27/2014
Card577,6/13/2014,7/12/2014,7/27/2014
Card577,7/13/2014,8/12/2014,8/27/2014
Card577,8/13/2014,9/12/2014,9/27/2014
Card578,2/10/2014,3/12/2014,3/27/2014
Card578,3/13/2014,4/12/2014,4/27/2014
Card578,4/13/2014,5/12/2014,5/27/2014
Card578,5/13/2014,6/12/2014,6/27/2014
Card578,6/13/2014,7/12/2014,7/27/2014
Card578,7/13/2014,8/12/2014,8/27/2014
Card578,8/13/2014,9/12/2014,9/27/2014
Card579,2/10/2014,3/12/2014,3/27/2014
Card579,3/13/2014,4/12/2014,4/27/2014
Card579,4/13/2014,5/12/2014,5/27/2014
Card579,5/13/2014,6/12/2014,6/27/2014
Card579,6/13/2014,7/12/2014,7/27/2014
Card579,7/13/2014,8/12/2014,8/27/2014
Card579,8/13/2014,9/12/2014,9/27/2014
Card580,3/13/2014,4/12/2014,4/27/2014
Card580,4/13/2014,5/12/2014,5/27/2014
Card580,5/13/2014,6/12/2014,6/27/2014
Card580,6/13/2014,7/12/2014,7/27/2014
Card580,7/13/2014,8/12/2014,8/27/2014
Card580,8/13/2014,9/12/2014,9/27/2014
Card581,2/10/2014,3/12/2014,3/27/2014
Card581,3/13/2014,4/12/2014,4/27/2014
Card581,4/13/2014,5/12/2014,5/27/2014
Card581,5/13/2014,6/12/2014,6/27/2014
Card581,6/13/2014,7/12/2014,7/27/2014
Card581,7/13/2014,8/12/2014,8/27/2014
Card581,8/13/2014,9/12/2014,9/27/2014
Card582,2/10/2014,3/12/2014,3/27/2014
Card582,3/13/2014,4/12/2014,4/27/2014
Card582,4/13/2014,5/12/2014,5/27/2014
Card582,5/13/2014,6/12/2014,6/27/2014
Card582,6/13/2014,7/12/2014,7/27/2014
Card582,7/13/2014,8/12/2014,8/27/2014
Card582,8/13/2014,9/12/2014,9/27/2014
Card583,2/10/2014,3/12/2014,3/27/2014
Card583,3/13/2014,4/12/2014,4/27/2014
Card583,4/13/2014,5/12/2014,5/27/2014
Card583,5/13/2014,6/12/2014,6/27/2014
Card583,6/13/2014,7/12/2014,7/27/2014
Card583,7/13/2014,8/12/2014,8/27/2014
Card583,8/13/2014,9/12/2014,9/27/2014
Card584,2/10/2014,3/12/2014,3/27/2014
Card584,3/13/2014,4/12/2014,4/27/2014
Card584,4/13/2014,5/12/2014,5/27/2014
Card584,5/13/2014,6/12/2014,6/27/2014
Card584,6/13/2014,7/12/2014,7/27/2014
Card584,7/13/2014,8/12/2014,8/27/2014
Card584,8/13/2014,9/12/2014,9/27/2014
Card585,3/13/2014,4/12/2014,4/27/2014
Card585,4/13/2014,5/12/2014,5/27/2014
Card585,5/13/2014,6/12/2014,6/27/2014
Card585,6/13/2014,7/12/2014,7/27/2014
Card585,7/13/2014,8/12/2014,8/27/2014
Card585,8/13/2014,9/12/2014,9/27/2014
Card586,3/13/2014,4/12/2014,4/27/2014
Card586,4/13/2014,5/12/2014,5/27/2014
Card586,5/13/2014,6/12/2014,6/27/2014
Card586,6/13/2014,7/12/2014,7/27/2014
Card586,7/13/2014,8/12/2014,8/27/2014
Card586,8/13/2014,9/12/2014,9/27/2014
Card587,2/10/2014,3/12/2014,3/27/2014
Card587,3/13/2014,4/12/2014,4/27/2014
Card587,4/13/2014,5/12/2014,5/27/2014
Card587,5/13/2014,6/12/2014,6/27/2014
Card587,6/13/2014,7/12/2014,7/27/2014
Card587,7/13/2014,8/12/2014,8/27/2014
Card587,8/13/2014,9/12/2014,9/27/2014
Card588,3/13/2014,4/12/2014,4/27/2014
Card588,4/13/2014,5/12/2014,5/27/2014
Card588,5/13/2014,6/12/2014,6/27/2014
Card588,6/13/2014,7/12/2014,7/27/2014
Card588,7/13/2014,8/12/2014,8/27/2014
Card588,8/13/2014,9/12/2014,9/27/2014
Card589,3/13/2014,4/12/2014,4/27/2014
Card589,4/13/2014,5/12/2014,5/27/2014
Card589,5/13/2014,6/12/2014,6/27/2014
Card589,6/13/2014,7/12/2014,7/27/2014
Card589,7/13/2014,8/12/2014,8/27/2014
Card589,8/13/2014,9/12/2014,9/27/2014
Card590,2/10/2014,3/12/2014,3/27/2014
Card590,3/13/2014,4/12/2014,4/27/2014
Card590,4/13/2014,5/12/2014,5/27/2014
Card590,5/13/2014,6/12/2014,6/27/2014
Card590,6/13/2014,7/12/2014,7/27/2014
Card590,7/13/2014,8/12/2014,8/27/2014
Card590,8/13/2014,9/12/2014,9/27/2014
Card591,2/10/2014,3/12/2014,3/27/2014
Card591,3/13/2014,4/12/2014,4/27/2014
Card591,4/13/2014,5/12/2014,5/27/2014
Card591,5/13/2014,6/12/2014,6/27/2014
Card591,6/13/2014,7/12/2014,7/27/2014
Card591,7/13/2014,8/12/2014,8/27/2014
Card591,8/13/2014,9/12/2014,9/27/2014
Card592,3/13/2014,4/12/2014,4/27/2014
Card592,4/13/2014,5/12/2014,5/27/2014
Card592,5/13/2014,6/12/2014,6/27/2014
Card592,6/13/2014,7/12/2014,7/27/2014
Card592,7/13/2014,8/12/2014,8/27/2014
Card592,8/13/2014,9/12/2014,9/27/2014
Card593,2/10/2014,3/12/2014,3/27/2014
Card593,3/13/2014,4/12/2014,4/27/2014
Card593,4/13/2014,5/12/2014,5/27/2014
Card593,5/13/2014,6/12/2014,6/27/2014
Card593,6/13/2014,7/12/2014,7/27/2014
Card593,7/13/2014,8/12/2014,8/27/2014
Card593,8/13/2014,9/12/2014,9/27/2014
Card594,2/10/2014,3/12/2014,3/27/2014
Card594,3/13/2014,4/12/2014,4/27/2014
Card594,4/13/2014,5/12/2014,5/27/2014
Card594,5/13/2014,6/12/2014,6/27/2014
Card594,6/13/2014,7/12/2014,7/27/2014
Card594,7/13/2014,8/12/2014,8/27/2014
Card594,8/13/2014,9/12/2014,9/27/2014
Card595,2/10/2014,3/12/2014,3/27/2014
Card595,3/13/2014,4/12/2014,4/27/2014
Card595,4/13/2014,5/12/2014,5/27/2014
Card595,5/13/2014,6/12/2014,6/27/2014
Card595,6/13/2014,7/12/2014,7/27/2014
Card595,7/13/2014,8/12/2014,8/27/2014
Card595,8/13/2014,9/12/2014,9/27/2014
Card596,2/10/2014,3/12/2014,3/27/2014
Card596,3/13/2014,4/12/2014,4/27/2014
Card596,3/13/2014,4/12/2014,4/27/2014
Card596,4/13/2014,5/12/2014,5/27/2014
Card596,5/13/2014,6/12/2014,6/27/2014
Card596,6/13/2014,7/12/2014,7/27/2014
Card596,7/13/2014,8/12/2014,8/27/2014
Card596,8/13/2014,9/12/2014,9/27/2014
Card597,2/10/2014,3/12/2014,3/27/2014
Card597,3/13/2014,4/12/2014,4/27/2014
Card597,4/13/2014,5/12/2014,5/27/2014
Card597,5/13/2014,6/12/2014,6/27/2014
Card597,6/13/2014,7/12/2014,7/27/2014
Card597,7/13/2014,8/12/2014,8/27/2014
Card597,8/13/2014,9/12/2014,9/27/2014
Card598,2/10/2014,3/12/2014,3/27/2014
Card598,3/13/2014,4/12/2014,4/27/2014
Card598,4/13/2014,5/12/2014,5/27/2014
Card598,5/13/2014,6/12/2014,6/27/2014
Card598,6/13/2014,7/12/2014,7/27/2014
Card598,7/13/2014,8/12/2014,8/27/2014
Card598,8/13/2014,9/12/2014,9/27/2014
Card599,2/10/2014,3/12/2014,3/27/2014
Card599,3/13/2014,4/12/2014,4/27/2014
Card599,4/13/2014,5/12/2014,5/27/2014
Card599,5/13/2014,6/12/2014,6/27/2014
Card599,6/13/2014,7/12/2014,7/27/2014
Card599,7/13/2014,8/12/2014,8/27/2014
Card599,8/13/2014,9/12/2014,9/27/2014
Card600,2/10/2014,3/12/2014,3/27/2014
Card600,3/13/2014,4/12/2014,4/27/2014
Card600,4/13/2014,5/12/2014,5/27/2014
Card600,5/13/2014,6/12/2014,6/27/2014
Card600,6/13/2014,7/12/2014,7/27/2014
Card600,7/13/2014,8/12/2014,8/27/2014
Card600,8/13/2014,9/12/2014,9/27/2014
Card601,2/10/2014,3/12/2014,3/27/2014
Card601,3/13/2014,4/12/2014,4/27/2014
Card601,4/13/2014,5/12/2014,5/27/2014
Card601,5/13/2014,6/12/2014,6/27/2014
Card601,6/13/2014,7/12/2014,7/27/2014
Card601,7/13/2014,8/12/2014,8/27/2014
Card601,8/13/2014,9/12/2014,9/27/2014
Card602,2/10/2014,3/12/2014,3/27/2014
Card602,3/13/2014,4/12/2014,4/27/2014
Card602,4/13/2014,5/12/2014,5/27/2014
Card602,5/13/2014,6/12/2014,6/27/2014
Card602,6/13/2014,7/12/2014,7/27/2014
Card602,7/13/2014,8/12/2014,8/27/2014
Card602,8/13/2014,9/12/2014,9/27/2014
Card603,2/10/2014,3/12/2014,3/27/2014
Card603,3/13/2014,4/12/2014,4/27/2014
Card603,4/13/2014,5/12/2014,5/27/2014
Card603,5/13/2014,6/12/2014,6/27/2014
Card603,6/13/2014,7/12/2014,7/27/2014
Card603,7/13/2014,8/12/2014,8/27/2014
Card603,8/13/2014,9/12/2014,9/27/2014
Card604,2/10/2014,3/12/2014,3/27/2014
Card604,3/13/2014,4/12/2014,4/27/2014
Card604,4/13/2014,5/12/2014,5/27/2014
Card604,5/13/2014,6/12/2014,6/27/2014
Card604,6/13/2014,7/12/2014,7/27/2014
Card604,7/13/2014,8/12/2014,8/27/2014
Card604,8/13/2014,9/12/2014,9/27/2014
Card605,2/10/2014,3/12/2014,3/27/2014
Card605,3/13/2014,4/12/2014,4/27/2014
Card605,4/13/2014,5/12/2014,5/27/2014
Card605,5/13/2014,6/12/2014,6/27/2014
Card605,6/13/2014,7/12/2014,7/27/2014
Card605,7/13/2014,8/12/2014,8/27/2014
Card605,8/13/2014,9/12/2014,9/27/2014
Card606,2/10/2014,3/12/2014,3/27/2014
Card606,3/13/2014,4/12/2014,4/27/2014
Card606,4/13/2014,5/12/2014,5/27/2014
Card606,5/13/2014,6/12/2014,6/27/2014
Card606,6/13/2014,7/12/2014,7/27/2014
Card606,7/13/2014,8/12/2014,8/27/2014
Card606,8/13/2014,9/12/2014,9/27/2014
Card607,3/13/2014,4/12/2014,4/27/2014
Card607,4/13/2014,5/12/2014,5/27/2014
Card607,5/13/2014,6/12/2014,6/27/2014
Card607,6/13/2014,7/12/2014,7/27/2014
Card607,7/13/2014,8/12/2014,8/27/2014
Card607,8/13/2014,9/12/2014,9/27/2014
Card608,2/10/2014,3/12/2014,3/27/2014
Card608,3/13/2014,4/12/2014,4/27/2014
Card608,4/13/2014,5/12/2014,5/27/2014
Card608,5/13/2014,6/12/2014,6/27/2014
Card608,6/13/2014,7/12/2014,7/27/2014
Card608,7/13/2014,8/12/2014,8/27/2014
Card608,8/13/2014,9/12/2014,9/27/2014
Card609,2/10/2014,3/12/2014,3/27/2014
Card609,3/13/2014,4/12/2014,4/27/2014
Card609,4/13/2014,5/12/2014,5/27/2014
Card609,5/13/2014,6/12/2014,6/27/2014
Card609,6/13/2014,7/12/2014,7/27/2014
Card610,3/13/2014,4/12/2014,4/27/2014
Card610,4/13/2014,5/12/2014,5/27/2014
Card610,5/13/2014,6/12/2014,6/27/2014
Card610,6/13/2014,7/12/2014,7/27/2014
Card610,7/13/2014,8/12/2014,8/27/2014
Card610,8/13/2014,9/12/2014,9/27/2014
Card611,2/10/2014,3/12/2014,3/27/2014
Card611,3/13/2014,4/12/2014,4/27/2014
Card611,4/13/2014,5/12/2014,5/27/2014
Card611,5/13/2014,6/12/2014,6/27/2014
Card611,6/13/2014,7/12/2014,7/27/2014
Card611,7/13/2014,8/12/2014,8/27/2014
Card612,2/10/2014,3/12/2014,3/27/2014
Card612,3/13/2014,4/12/2014,4/27/2014
Card612,4/13/2014,5/12/2014,5/27/2014
Card612,5/13/2014,6/12/2014,6/27/2014
Card612,6/13/2014,7/12/2014,7/27/2014
Card612,7/13/2014,8/12/2014,8/27/2014
Card612,8/13/2014,9/12/2014,9/27/2014
Card613,2/10/2014,3/12/2014,3/27/2014
Card613,3/13/2014,4/12/2014,4/27/2014
Card613,4/13/2014,5/12/2014,5/27/2014
Card613,5/13/2014,6/12/2014,6/27/2014
Card613,6/13/2014,7/12/2014,7/27/2014
Card613,7/13/2014,8/12/2014,8/27/2014
Card613,8/13/2014,9/12/2014,9/27/2014
Card614,2/10/2014,3/12/2014,3/27/2014
Card614,3/13/2014,4/12/2014,4/27/2014
Card614,4/13/2014,5/12/2014,5/27/2014
Card614,5/13/2014,6/12/2014,6/27/2014
Card614,6/13/2014,7/12/2014,7/27/2014
Card614,7/13/2014,8/12/2014,8/27/2014
Card614,8/13/2014,9/12/2014,9/27/2014
Card615,2/10/2014,3/12/2014,3/27/2014
Card615,3/13/2014,4/12/2014,4/27/2014
Card615,4/13/2014,5/12/2014,5/27/2014
Card615,5/13/2014,6/12/2014,6/27/2014
Card615,6/13/2014,7/12/2014,7/27/2014
Card615,7/13/2014,8/12/2014,8/27/2014
Card615,8/13/2014,9/12/2014,9/27/2014
Card616,3/13/2014,4/12/2014,4/27/2014
Card616,4/13/2014,5/12/2014,5/27/2014
Card616,5/13/2014,6/12/2014,6/27/2014
Card616,6/13/2014,7/12/2014,7/27/2014
Card616,7/13/2014,8/12/2014,8/27/2014
Card616,8/13/2014,9/12/2014,9/27/2014
Card617,3/13/2014,4/12/2014,4/27/2014
Card617,4/13/2014,5/12/2014,5/27/2014
Card617,5/13/2014,6/12/2014,6/27/2014
Card617,6/13/2014,7/12/2014,7/27/2014
Card617,7/13/2014,8/12/2014,8/27/2014
Card617,8/13/2014,9/12/2014,9/27/2014
Card618,2/10/2014,3/12/2014,3/27/2014
Card618,3/13/2014,4/12/2014,4/27/2014
Card618,4/13/2014,5/12/2014,5/27/2014
Card618,5/13/2014,6/12/2014,6/27/2014
Card618,6/13/2014,7/12/2014,7/27/2014
Card618,7/13/2014,8/12/2014,8/27/2014
Card618,8/13/2014,9/12/2014,9/27/2014
Card619,2/10/2014,3/12/2014,3/27/2014
Card619,3/13/2014,4/12/2014,4/27/2014
Card619,4/13/2014,5/12/2014,5/27/2014
Card619,5/13/2014,6/12/2014,6/27/2014
Card619,6/13/2014,7/12/2014,7/27/2014
Card619,7/13/2014,8/12/2014,8/27/2014
Card619,8/13/2014,9/12/2014,9/27/2014
Card620,3/13/2014,4/12/2014,4/27/2014
Card620,4/13/2014,5/12/2014,5/27/2014
Card620,5/13/2014,6/12/2014,6/27/2014
Card620,6/13/2014,7/12/2014,7/27/2014
Card620,7/13/2014,8/12/2014,8/27/2014
Card620,8/13/2014,9/12/2014,9/27/2014
Card621,2/10/2014,3/12/2014,3/27/2014
Card621,3/13/2014,4/12/2014,4/27/2014
Card621,4/13/2014,5/12/2014,5/27/2014
Card621,5/13/2014,6/12/2014,6/27/2014
Card621,6/13/2014,7/12/2014,7/27/2014
Card621,7/13/2014,8/12/2014,8/27/2014
Card621,8/13/2014,9/12/2014,9/27/2014
Card622,2/10/2014,3/12/2014,3/27/2014
Card622,3/13/2014,4/12/2014,4/27/2014
Card622,4/13/2014,5/12/2014,5/27/2014
Card622,5/13/2014,6/12/2014,6/27/2014
Card622,6/13/2014,7/12/2014,7/27/2014
Card622,7/13/2014,8/12/2014,8/27/2014
Card622,8/13/2014,9/12/2014,9/27/2014
Card623,2/10/2014,3/12/2014,3/27/2014
Card623,3/13/2014,4/12/2014,4/27/2014
Card623,4/13/2014,5/12/2014,5/27/2014
Card623,5/13/2014,6/12/2014,6/27/2014
Card623,6/13/2014,7/12/2014,7/27/2014
Card623,7/13/2014,8/12/2014,8/27/2014
Card623,8/13/2014,9/12/2014,9/27/2014
Card624,2/10/2014,3/12/2014,3/27/2014
Card624,3/13/2014,4/12/2014,4/27/2014
Card624,4/13/2014,5/12/2014,5/27/2014
Card624,5/13/2014,6/12/2014,6/27/2014
Card624,6/13/2014,7/12/2014,7/27/2014
Card624,7/13/2014,8/12/2014,8/27/2014
Card624,8/13/2014,9/12/2014,9/27/2014
Card625,2/10/2014,3/12/2014,3/27/2014
Card625,3/13/2014,4/12/2014,4/27/2014
Card625,4/13/2014,5/12/2014,5/27/2014
Card625,5/13/2014,6/12/2014,6/27/2014
Card625,6/13/2014,7/12/2014,7/27/2014
Card625,7/13/2014,8/12/2014,8/27/2014
Card625,8/13/2014,9/12/2014,9/27/2014
Card626,2/10/2014,3/12/2014,3/27/2014
Card626,3/13/2014,4/12/2014,4/27/2014
Card626,4/13/2014,5/12/2014,5/27/2014
Card626,5/13/2014,6/12/2014,6/27/2014
Card626,6/13/2014,7/12/2014,7/27/2014
Card626,7/13/2014,8/12/2014,8/27/2014
Card626,7/13/2014,8/12/2014,8/27/2014
Card626,8/13/2014,9/12/2014,9/27/2014
Card627,2/10/2014,3/12/2014,3/27/2014
Card627,3/13/2014,4/12/2014,4/27/2014
Card627,4/13/2014,5/12/2014,5/27/2014
Card627,5/13/2014,6/12/2014,6/27/2014
Card627,6/13/2014,7/12/2014,7/27/2014
Card627,7/13/2014,8/12/2014,8/27/2014
Card627,8/13/2014,9/12/2014,9/27/2014
Card628,2/10/2014,3/12/2014,3/27/2014
Card628,3/13/2014,4/12/2014,4/27/2014
Card628,4/13/2014,5/12/2014,5/27/2014
Card628,5/13/2014,6/12/2014,6/27/2014
Card628,6/13/2014,7/12/2014,7/27/2014
Card628,7/13/2014,8/12/2014,8/27/2014
Card628,8/13/2014,9/12/2014,9/27/2014
Card629,2/10/2014,3/12/2014,3/27/2014
Card629,3/13/2014,4/12/2014,4/27/2014
Card629,4/13/2014,5/12/2014,5/27/2014
Card629,5/13/2014,6/12/2014,6/27/2014
Card629,6/13/2014,7/12/2014,7/27/2014
Card629,7/13/2014,8/12/2014,8/27/2014
Card629,8/13/2014,9/12/2014,9/27/2014
Card630,3/13/2014,4/12/2014,4/27/2014
Card630,4/13/2014,5/12/2014,5/27/2014
Card630,5/13/2014,6/12/2014,6/27/2014
Card630,6/13/2014,7/12/2014,7/27/2014
Card630,7/13/2014,8/12/2014,8/27/2014
Card630,8/13/2014,9/12/2014,9/27/2014
Card631,2/10/2014,3/12/2014,3/27/2014
Card631,3/13/2014,4/12/2014,4/27/2014
Card631,4/13/2014,5/12/2014,5/27/2014
Card631,5/13/2014,6/12/2014,6/27/2014
Card631,6/13/2014,7/12/2014,7/27/2014
Card631,7/13/2014,8/12/2014,8/27/2014
Card631,8/13/2014,9/12/2014,9/27/2014
Card632,3/13/2014,4/12/2014,4/27/2014
Card632,4/13/2014,5/12/2014,5/27/2014
Card632,5/13/2014,6/12/2014,6/27/2014
Card632,6/13/2014,7/12/2014,7/27/2014
Card632,7/13/2014,8/12/2014,8/27/2014
Card632,8/13/2014,9/12/2014,9/27/2014
Card633,2/10/2014,3/12/2014,3/27/2014
Card633,3/13/2014,4/12/2014,4/27/2014
Card633,4/13/2014,5/12/2014,5/27/2014
Card633,5/13/2014,6/12/2014,6/27/2014
Card633,6/13/2014,7/12/2014,7/27/2014
Card633,7/13/2014,8/12/2014,8/27/2014
Card633,8/13/2014,9/12/2014,9/27/2014
Card634,2/10/2014,3/12/2014,3/27/2014
Card634,3/13/2014,4/12/2014,4/27/2014
Card634,4/13/2014,5/12/2014,5/27/2014
Card634,5/13/2014,6/12/2014,6/27/2014
Card634,6/13/2014,7/12/2014,7/27/2014
Card634,7/13/2014,8/12/2014,8/27/2014
Card634,8/13/2014,9/12/2014,9/27/2014
Card635,2/10/2014,3/12/2014,3/27/2014
Card635,3/13/2014,4/12/2014,4/27/2014
Card635,4/13/2014,5/12/2014,5/27/2014
Card635,5/13/2014,6/12/2014,6/27/2014
Card635,6/13/2014,7/12/2014,7/27/2014
Card635,7/13/2014,8/12/2014,8/27/2014
Card635,8/13/2014,9/12/2014,9/27/2014
Card636,3/13/2014,4/12/2014,4/27/2014
Card636,4/13/2014,5/12/2014,5/27/2014
Card636,5/13/2014,6/12/2014,6/27/2014
Card636,5/13/2014,6/12/2014,6/27/2014
Card636,6/13/2014,7/12/2014,7/27/2014
Card636,7/13/2014,8/12/2014,8/27/2014
Card636,8/13/2014,9/12/2014,9/27/2014
Card637,2/10/2014,3/12/2014,3/27/2014
Card637,3/13/2014,4/12/2014,4/27/2014
Card637,4/13/2014,5/12/2014,5/27/2014
Card637,5/13/2014,6/12/2014,6/27/2014
Card637,6/13/2014,7/12/2014,7/27/2014
Card637,7/13/2014,8/12/2014,8/27/2014
Card637,8/13/2014,9/12/2014,9/27/2014
Card638,2/10/2014,3/12/2014,3/27/2014
Card638,3/13/2014,4/12/2014,4/27/2014
Card638,4/13/2014,5/12/2014,5/27/2014
Card638,5/13/2014,6/12/2014,6/27/2014
Card638,6/13/2014,7/12/2014,7/27/2014
Card638,7/13/2014,8/12/2014,8/27/2014
Card638,8/13/2014,9/12/2014,9/27/2014
Card639,2/10/2014,3/12/2014,3/27/2014
Card639,3/13/2014,4/12/2014,4/27/2014
Card639,4/13/2014,5/12/2014,5/27/2014
Card639,5/13/2014,6/12/2014,6/27/2014
Card639,6/13/2014,7/12/2014,7/27/2014
Card639,7/13/2014,8/12/2014,8/27/2014
Card639,8/13/2014,9/12/2014,9/27/2014
Card640,2/10/2014,3/12/2014,3/27/2014
Card640,3/13/2014,4/12/2014,4/27/2014
Card640,4/13/2014,5/12/2014,5/27/2014
Card640,5/13/2014,6/12/2014,6/27/2014
Card640,6/13/2014,7/12/2014,7/27/2014
Card640,7/13/2014,8/12/2014,8/27/2014
Card640,8/13/2014,9/12/2014,9/27/2014
Card641,2/10/2014,3/12/2014,3/27/2014
Card641,3/13/2014,4/12/2014,4/27/2014
Card641,4/13/2014,5/12/2014,5/27/2014
Card641,5/13/2014,6/12/2014,6/27/2014
Card641,6/13/2014,7/12/2014,7/27/2014
Card641,7/13/2014,8/12/2014,8/27/2014
Card641,8/13/2014,9/12/2014,9/27/2014
Card642,2/10/2014,3/12/2014,3/27/2014
Card642,3/13/2014,4/12/2014,4/27/2014
Card642,4/13/2014,5/12/2014,5/27/2014
Card642,5/13/2014,6/12/2014,6/27/2014
Card642,6/13/2014,7/12/2014,7/27/2014
Card642,7/13/2014,8/12/2014,8/27/2014
Card642,8/13/2014,9/12/2014,9/27/2014
Card643,6/13/2014,7/12/2014,7/27/2014
Card643,7/13/2014,8/12/2014,8/27/2014
Card643,8/13/2014,9/12/2014,9/27/2014
Card644,2/10/2014,3/12/2014,3/27/2014
Card644,3/13/2014,4/12/2014,4/27/2014
Card644,4/13/2014,5/12/2014,5/27/2014
Card644,5/13/2014,6/12/2014,6/27/2014
Card644,7/13/2014,8/12/2014,8/27/2014
Card645,3/13/2014,4/12/2014,4/27/2014
Card645,4/13/2014,5/12/2014,5/27/2014
